id,title,tagline,homepage,release_date,genre,budget,keywords,original_language,revenue,runtime,status,vote_average,vote_count,director
744,Top Gun,Up there with the best of the best.,,16/05/1986,Action,15000000,lovesickness loss of lover fighter pilot self-discovery pilot,en,356830601,110,Released,6.7,1698,Tony Scott
146,"Crouching Tiger, Hidden Dragon","A timeless story of strength, secrets and two warriors who would never surrender.",,01/10/2000,Adventure,17000000,flying martial arts taskmaster comb tiger,zh,213525736,120,Released,7.2,927,Ang Lee
14,American Beauty,Look closer.,http://www.dreamworks.com/ab/,15/09/1999,Drama,15000000,male nudity female nudity adultery midlife crisis coming out,en,356296601,122,Released,7.9,3313,Sam Mendes
45269,The King's Speech,Find your voice.,http://www.kingsspeech.com/,06/09/2010,Drama,15000000,great britain radio monarchy radio transmission royal family,en,414211549,118,Released,7.6,2752,Tom Hooper
9493,Twins,Only their mother can tell them apart.,,09/12/1988,Comedy,15000000,perfection delivery low intelligence jet engine twins separated at birth,en,216614388,107,Released,5.7,559,Ivan Reitman
22556,The Yellow Handkerchief,,http://www.theyellowhandkerchief.com/,17/12/2008,Drama,15000000,independent film,en,317000,102,Released,6.4,52,Udayan Prasad
873,The Color Purple,It's about life. It's about love. It's about us.,,18/12/1985,Drama,15000000,prison africa southern usa rape black people,en,146292009,154,Released,7.7,338,Steven Spielberg
33196,Tidal Wave,,,06/06/2009,Action,16000000,helicopter beach loss of father giant wave tsunami,ko,11301649,120,Released,6.5,48,Yoon Je-kyoon
205596,The Imitation Game,The true enigma was the man who cracked the code.,http://theimitationgamemovie.com/,14/11/2014,History,14000000,gay england world war ii mathematician biography,en,233555708,113,Released,8,5723,Morten Tyldum
10765,Private Benjamin,,,06/10/1980,Comedy,0,paris role of women,en,0,109,Released,6,102,Howard Zieff
16769,Coal Miner's Daughter,She was married at 13. She had four kids by the time she was 20. She's been hungry and poor. She's been loved and cheated on. She became a singer because it was the only thing she could do. She became a star because it was the only way she could do it.,,07/03/1980,Drama,15000000,country music female friendship biography loretta lynn washington state,en,67182787,125,Released,7.2,67,Michael Apted
33217,Diary of a Wimpy Kid,"It's not a diary, it's a movie.",http://www.fox.co.uk/diary-of-a-wimpy-kid,19/03/2010,Comedy,15000000,based on novel coming of age young boy breaking the fourth wall middle school,en,75700498,92,Released,5.9,355,Thor Freudenthal
132232,Mama,A Mother's Love is Forever,http://www.mamamovie.com/,17/01/2013,Horror,15000000,supernatural horror,en,146497771,100,Released,6,1401,Andy Muschietti
11153,National Lampoon's Vacation,Every summer Chevy Chase takes his family on a little trip. This year he went too far.,,28/07/1983,Comedy,15000000,usa relatives family vacation family holiday duringcreditsstinger,en,61399552,98,Released,7.1,410,Harold Ramis
208134,Bad Grandpa,Real people. Real reactions. Real messed up.,,22/10/2013,Comedy,15000000,duringcreditsstinger,en,151831537,92,Released,6,680,Jeff Tremaine
1165,The Queen,Our Leaders. Ourselves.,http://www.thequeenmovie.co.uk/,15/09/2006,Drama,15000000,upper class loss of mother great britain sadness queen,en,123384128,103,Released,6.8,338,Stephen Frears
4011,Beetlejuice,He's guaranteed to put some life in your afterlife.,,29/02/1988,Fantasy,15000000,minister giant snake skeleton calypso arts,en,73326666,92,Released,7.1,1444,Tim Burton
9587,Little Women,"The story that has lived in our hearts for generations, now comes to the screen for the holidays.",,21/12/1994,Drama,18000000,depression mother daughter relationship pregnant desire chalkboard,en,0,115,Released,7,215,Gillian Armstrong
65086,The Woman in Black,What did they see?,http://womaninblack.com/,01/02/2012,Drama,17000000,london england secret remake revenge lawyer,en,127730736,95,Released,6.1,1206,James Watkins
10053,When a Stranger Calls,"Whatever You Do, Don't Answer The Phone.",http://www.sonypictures.com/movies/whenastrangercalls/site/,03/02/2006,Horror,15000000,babysitter death of a friend killer strange person call,en,66966987,87,Released,5.4,268,Simon West
11870,Big Fat Liar,The truth is never overrated,,08/02/2002,Comedy,15000000,screenplay film producer auto right and justice liar,en,52970014,88,Released,5.6,197,Shawn Levy
11778,The Deer Hunter,One of the most important and powerful films of all time!,,08/12/1978,Drama,15000000,vietnam veteran pennsylvania vietnam party escape,en,50000000,183,Released,7.8,921,Michael Cimino
586,Wag the Dog,"A comedy about truth, justice and other special effects.",,25/12/1997,Comedy,15000000,washington d.c. rape cia usa president war veteran,en,64256513,97,Released,6.7,270,Barry Levinson
134411,Snitch,How far would you go to save your son?,,21/02/2013,Thriller,35000000,father son relationship based on true story,en,42930462,112,Released,5.8,1138,Ric Roman Waugh
287903,Krampus,You don't want to be on his list.,http://www.krampusthefilm.com/,26/11/2015,Horror,15000000,fire winter santa claus snow storm christmas tree,en,61548707,98,Released,5.9,584,Michael Dougherty
9276,The Faculty,Take me to your teacher.,,25/12/1998,Horror,15000000,american football high school alien teacher teenager,en,40283321,104,Released,6.2,492,Robert Rodriguez
15765,What's Love Got to Do with It,Who needs a heart when a heart can be broken?,,09/06/1993,Drama,0,price of fame tina turner black woman cameo appearance by real life subject african american music,en,0,118,Released,6.9,72,Brian Gibson
2142,Cop Land,No One Is Above The Law.,http://www.miramax.com/movie/cop-land,15/08/1997,Action,15000000,corruption new jersey handcuffs fbi bridge,en,44862187,104,Released,6.6,382,James Mangold
11397,Not Another Teen Movie,They served you Breakfast. They gave you Pie. Now we’re gonna stuff your face.,,07/12/2001,Comedy,16000000,underdog ball kiss high school school party,en,66468332,89,Released,5.5,431,Joel Gallen
77016,End of Watch,Every moment of your life they stand watch,,20/09/2012,Crime,7000000,los angeles bullet proof vest u.s. marine medal of valor police sergeant,en,48126384,109,Released,7.2,1170,David Ayer
11478,The Skulls,Getting in is easy. Getting out is a killer.,,31/03/2000,Crime,15000000,journalist secret society pizza wealth pay phone,en,35007180,106,Released,5.8,156,Rob Cohen
266856,The Theory of Everything,His Mind Changed Our World. Her Love Changed His.,http://www.focusfeatures.com/the_theory_of_everything,26/11/2014,Drama,15000000,wife husband relationship biography physicist based on memoir stephen hawking,en,123726688,123,Released,7.8,3311,James Marsh
13411,Malibu's Most Wanted,,,10/04/2003,Comedy,0,street gang los angeles,en,0,86,Released,4.7,77,John Whitesell
10564,Where the Heart Is,Laughter is harder... Friendship is stronger... Trust is deeper... When it comes from the heart.,,27/04/2000,Comedy,15000000,california baby supermarket oklahoma pregnancy and birth,en,33771174,120,Released,6.9,155,Matt Williams
947,Lawrence of Arabia,,,10/12/1962,Adventure,15000000,cairo arabian world war i horse jerusalem,en,69995385,216,Released,7.8,851,David Lean
24150,Halloween II,Family Is Forever,http://www.halloween2-movie.com/,28/08/2009,Horror,15000000,nurse shotgun nudity therapist book,en,39421467,105,Released,5.1,267,Rob Zombie
228970,Wild,,http://howwilditwas.com/,05/12/2014,Drama,15000000,adventure biography hiking based on true story traveller,en,52501541,115,Released,7,951,Jean-Marc Vall\u00e9e
18405,The Last House on the Left,"If someone hurt someone you love, how far would you go to get revenge?",http://www.thelasthouseontheleft.com/,13/03/2009,Crime,15000000,rape white trash revenge murder dysfunctional family,en,32721635,110,Released,6.2,440,Dennis Iliadis
6961,The Wedding Date,Love doesn't come cheap.,https://www.uphe.com/movies/the-wedding-date,04/02/2005,Comedy,15000000,based on novel callboy wedding escort fake boyfriend,en,47175038,88,Released,6.2,230,Clare Kilner
11442,Halloween: Resurrection,Evil finds its way home,,01/07/2002,Horror,13000000,brother sister relationship innocence serial killer michael myers,en,37664855,94,Released,4.5,228,Rick Rosenthal
2493,The Princess Bride,It's as real as the feelings you feel.,,18/09/1987,Adventure,16000000,swashbuckler evil prince reference to socrates reference to plato screwball,en,30857814,98,Released,7.6,1486,Rob Reiner
14047,The Great Debaters,"When the nation was in need, he inspired them to give us hope.",,27/12/2007,Drama,15000000,biography,en,30226144,126,Released,6.9,151,Denzel Washington
64690,Drive,There are no clean getaways.,http://www.sonypictures.com/movies/drive/,06/08/2011,Drama,15000000,stuntman blood splatter independent film police chase extreme violence,en,78054825,100,Released,7.4,3725,Nicolas Winding Refn
11132,Confessions of a Teenage Drama Queen,She's making a scene over everything.,,17/02/2004,Comedy,15000000,rock star spotlight high school party rivalry,en,29331068,89,Released,5.1,221,Sara Sugarman
17127,The Object of My Affection,Sometimes The Most Desirable Relationship Is The One You Can't Have,,17/04/1998,Comedy,15000000,blind date love falling in love gay man straight woman relationship,en,46905889,111,Released,5.6,72,Nicholas Hytner
1562,28 Weeks Later,When days turn to weeks... the horror returns.,,26/04/2007,Horror,15000000,london england loss of mother loss of family mutant pest,en,64238440,100,Released,6.5,1197,Juan Carlos Fresnadillo
232679,When the Game Stands Tall,"Its Not How Hard You Fall, Its How You Get Back Up",,22/08/2014,Drama,15000000,american football sport high school sports,en,30127963,115,Released,6.3,130,Thomas Carter
14736,Love & Basketball,All's fair in love and basketball.,,21/04/2000,Action,20000000,lovers affection sport basketball high school sports,en,27728118,124,Released,7.4,88,Gina Prince-Bythewood
9434,Grosse Pointe Blank,Even a hit man deserves a second shot.,,11/04/1997,Action,0,mission of murder school party high school reunion,en,28084357,107,Released,6.9,275,George Armitage
23706,All About Steve,A Comedy That Clings,http://www.allaboutstevemovie.com/,04/09/2009,Comedy,15000000,blind date eccentric aftercreditsstinger crossword puzzle mine shaft,en,40105542,99,Released,4.7,295,Phil Traill
11531,Book of Shadows: Blair Witch 2,Evil Doesn't Die.,,27/10/2000,Mystery,0,witch video forest horror vision,en,0,90,Released,4.3,212,Joe Berlinger
9100,The Craft,Welcome to the witching hour.,,03/05/1996,Drama,15000000,witch suicide attempt puberty magic black magic,en,24769466,101,Released,6.3,380,Andrew Fleming
116,Match Point,Passion Temptation Obsession,,26/10/2005,Drama,15000000,love triangle london england upper class adultery tennis,en,85306374,124,Released,7.3,1105,Woody Allen
38843,Ramona and Beezus,A Little Sister Goes A Long Way.,http://www.ramonaandbeezus.com/,23/07/2010,Comedy,0,sister sister relationship mother daughter relationship aunt niece relationship father daughter relationship duringcreditsstinger,en,0,103,Released,6.1,245,Elizabeth Allen Rosenbaum
1245,The Remains of the Day,Diamond in the Rough,,05/11/1993,Drama,11500000,newspaper butler country house loyalty flower,en,23237911,134,Released,7.5,202,James Ivory
4995,Boogie Nights,"The life of a dreamer, the days of a business, and the nights in between.",,11/09/1997,Drama,15000000,pornography sex porn actor pornographic video from rags to riches,en,43101594,155,Released,7.5,796,Paul Thomas Anderson
10413,Nowhere to Run,"When the law can't protect the innocent,  the only hero left is an outlaw.",,15/01/1993,Action,0,prisoner fight liberation shelter,en,0,94,Released,5.5,119,Robert Harmon
14012,Flicka,,,20/10/2006,Drama,15000000,horse,en,21000000,95,Released,6.1,52,Michael Mayer
9793,The Hills Have Eyes 2,Help isn't coming.,,22/03/2007,Horror,15000000,new mexico mutant assault survival,en,0,89,Released,5.2,351,Martin Weisz
12212,Urban Legends: Final Cut,Legends Never Die.,,19/09/2000,Horror,14000000,film making high school sequel serial killer slasher,en,38574362,97,Released,4.4,100,John Ottman
8975,The Marine,War is Fine But The Fight Continues,,13/10/2006,Action,20000000,gangster boss wife war change iraq war,en,22165608,92,Released,5,163,John Bonito
342521,Keanu,"Kitten, please.",http://keanumovie.com/,21/04/2016,Action,15000000,hitman strip club african american gangster car chase,en,20566327,94,Released,6,421,Peter Atencio
45272,Country Strong,It doesn't matter where you've been as long as you come back strong.,http://www.countrystrong-movie.com/,22/12/2010,Drama,15000000,suicide alcohol adultery country music bar,en,20529194,117,Released,5.9,80,Shana Feste
9424,Disturbing Behavior,In Cradle Bay it doesn’t matter if you’re not perfect.  You will be.,,24/07/1998,Mystery,15000000,suicide sex island nightmare chase,en,17507368,84,Released,5.5,104,David Nutter
97367,The Place Beyond the Pines,If you ride like lightning you're gonna crash like thunder,http://www.focusfeatures.com/the_place_beyond_the_pines,20/03/2013,Drama,15000000,corruption father son relationship carnival mechanic motorcycle,en,35485608,140,Released,6.8,1653,Derek Cianfrance
254904,The November Man,A spy is never out of the game.,http://thenovemberman.com/,27/08/2014,Crime,15000000,cia retired agent,en,32556119,108,Released,6,639,Roger Donaldson
18681,Eye of the Beholder,Obsession is in the eye of the beholder.,,04/09/1999,Drama,15000000,beautiful woman serial killer secret service blindness,en,0,109,Released,5.3,42,Stephan Elliott
12162,The Hurt Locker,You'll know when you're in it.,http://www.thehurtlocker-movie.com/,10/10/2008,Drama,15000000,sniper explosive loyalty u.s. army iraq,en,42000000,131,Released,7.2,1840,Kathryn Bigelow
11495,Firestarter,Will she have the power... to survive?,,11/05/1984,Fantasy,15000000,fire telepathy intelligence college,en,17080167,114,Released,5.9,173,Mark L. Lester
64689,Killing Them Softly,In America you're on your own.,http://killingthemsoftlymovie.com/,20/09/2012,Crime,15000000,poker gambling robbery based on novel hitman,en,37930465,97,Released,5.8,742,Andrew Dominik
157849,A Most Wanted Man,,,25/07/2014,Thriller,15000000,terror muslim intelligence immigrant torture,en,31554855,121,Released,6.5,541,Anton Corbijn
13166,Freddy Got Fingered,A touching story of a young man who desperately wants to make his daddy proud.,,18/04/2001,Comedy,0,wheelchair slacker sausage,en,0,87,Released,4.6,115,Tom Green
15511,VeggieTales: The Pirates Who Don't Do Anything,,,11/01/2008,Adventure,0,brother brother relationship hostage vegetable children pirate,en,0,85,Released,5.9,25,Mike Nawrocki
12211,Highlander: Endgame,"It will take two immortals to defeat the ultimate evil. But in the end, there can be only one.",,01/09/2000,Action,25000000,loss of lover antiquary loss of powers death of a friend immortality,en,15843608,87,Released,4.4,104,Douglas Aarniokoski
13816,Idlewild,,,25/08/2006,Crime,0,mortician tied to chair song and dance piano lesson fisticuffs,en,0,121,Released,5.1,17,Bryan Barber
51828,One Day,Twenty years. Two people.,http://www.focusfeatures.com/one_day,02/03/2011,Drama,15000000,based on novel comedian job love male female relationship,en,59389433,107,Released,7,978,Lone Scherfig
22798,Whip It,Be Your Own Hero,,13/09/2009,Drama,15000000,sport roller derby duringcreditsstinger woman director,en,16633035,111,Released,6.7,357,Drew Barrymore
7501,Knockaround Guys,"If they don't finish the job, their fathers will finish them.",http://www.newline.com/properties/knockaroundguys.html,07/09/2001,Crime,15000000,montana sheriff pile of dead bodies money mobster,en,12000000,92,Released,5.9,97,Brian Koppelman
10743,Confidence,It's not about the money. It's about the money.,,25/04/2003,Action,0,grifter con big con con game premarital sex,en,0,97,Released,6.4,126,James Foley
37718,The Muse,In Goddess we trust.,,27/08/1999,Fantasy,0,screenwriter muse,en,0,97,Released,5.3,31,Albert Brooks
15237,De-Lovely,,,02/07/2004,Drama,20000000,musical biography hollywood theater,en,0,125,Released,6.3,32,Irwin Winkler
9686,New York Stories,"One city, three stories tall.",,10/03/1989,Comedy,15000000,new york mother hotel robbery jealousy,en,0,124,Released,6.2,64,Francis Ford Coppola
97430,The Man with the Iron Fists,You can't spell Kung Fu without F and U!,,02/11/2012,Action,15000000,blacksmith brothel femme fatale violence ancient china,en,15608545,96,Released,5.2,358,RZA
12257,Home Fries,A long shot romance in a short order world.,,25/11/1998,Drama,15000000,waitress infidelity planned murder pregnancy and birth funeral,en,10443316,93,Released,4.8,32,Dean Parisot
13539,Here On Earth,,,23/03/2000,Romance,0,car race private school diner,en,0,96,Released,5.4,48,Mark Piznarski
68,Brazil,It's only a state of mind.,,20/02/1985,Comedy,15000000,bureaucracy police state terror great britain dream,en,0,132,Released,7.5,861,Terry Gilliam
14024,Raise Your Voice,Don't Hold Back ...Don't Give Up.,http://www.newline.com/properties/raiseyourvoice.html,10/08/2004,Music,15000000,music life's dream aspiring singer singer teenager,en,14867514,103,Released,6,211,Sean McNamara
115,The Big Lebowski,Times like these call for a Big Lebowski.,http://www.biglebowskibluray.com/splash.php,06/03/1998,Comedy,15000000,white russian dude bowling vietnam veteran carpet,en,46189568,117,Released,7.8,2926,Joel Coen
7874,Black Snake Moan,To save his soul he must save hers.,http://www.moanmovie.com/,08/12/2006,Drama,15000000,southern usa blues military service independent film,en,10903846,116,Released,6.6,243,Craig Brewer
4911,Dark Blue,"1992, L.A is at boiling point. One cop's turning up the heat",,14/12/2002,Action,15000000,corruption police brutality riot ghetto street war,en,9237470,118,Released,6.5,85,Ron Shelton
1988,A Mighty Heart,One woman dared to keep hope alive,http://www.amightyheartmovie.com/,01/01/2007,Drama,16000000,terror journalism new love sadness fbi,en,18928871,100,Released,6.7,95,Michael Winterbottom
9557,Boat Trip,"... once you're on, you'll want to get off...",,01/10/2002,Comedy,20000000,gay bikini cruise ship babes,en,8586376,94,Released,4.7,146,Mort Nathan
9026,The Importance of Being Earnest,Everybody Loves Ernest... But Nobody's Quite Sure Who He Really Is.,,17/05/2002,Comedy,0,new love country estate country house false identity beguilement,en,0,97,Released,6.7,127,Oliver Parker
18276,Hoot,It's time to stand up for the little guys.,,05/05/2006,Drama,0,owl teenager animal protection based on young adult novel,en,0,91,Released,5.5,44,Wil Shriner
8321,In Bruges,Shoot first. Sightsee later.,http://www.filminfocus.com/film/in_bruges,08/02/2008,Comedy,15000000,bruges belgium town square vietnamese canadian stereotype skinned alive,en,34533783,107,Released,7.4,1388,Martin McDonagh
72359,Peeples,,http://www.peeplesmovie.com/,09/05/2013,Comedy,15,duringcreditsstinger woman director,en,0,95,Released,5.6,26,Tina Gordon Chism
10186,The Rocker,Opportunity rocks.,http://www.rockermovie.com,20/08/2008,Comedy,15000000,1970s drums groupie musical rock,en,8762890,102,Released,5.6,156,Peter Cattaneo
25704,Post Grad,A Pre-Life Crisis.,http://www.foxsearchlight.com/postgrad/,21/08/2009,Comedy,15000000,career family unemployment woman director graduation speech,en,6405245,89,Released,5,100,Vicky Jenson
133694,Promised Land,What's your price?,,23/09/2012,Drama,15000000,small town campaign salesman farmland natural gas,en,8138788,106,Released,6,243,Gus Van Sant
19265,Whatever Works,A new comedy,http://www.sonypictures.com/classics/whateverworks/,19/06/2009,Comedy,15000000,love at first sight runaway age difference naivety christian,en,35097815,92,Released,6.8,350,Woody Allen
36047,The In Crowd,What would you do to get in?,http://in-crowd.warnerbros.com/,19/07/2000,Thriller,15000000,woman director,en,5217498,105,Released,4.7,15,Mary Lambert
8053,The Three Burials of Melquiades Estrada,Nobody is beyond redemption.,,17/11/2005,Adventure,15000000,border patrol united states\u2013mexico barrier promise desert,en,12036149,121,Released,7,177,Tommy Lee Jones
2290,Jakob the Liar,"When all hope was lost, he invented it.",,16/09/1999,Comedy,0,jewry schutzstaffel jewish life jewish ghetto,en,0,120,Released,6,90,Peter Kassovitz
5236,Kiss Kiss Bang Bang,SeX. MurdEr. MyStery. Welcome to the party.,,05/09/2005,Action,15000000,detective loser custody battle shooting thief,en,15785148,103,Released,7.2,886,Shane Black
6552,Idle Hands,The touching story of a boy and his right hand.,,30/04/1999,Thriller,25000000,teenager attic knitting needle noise complaint crawling hand,en,4152230,92,Released,6.1,182,Rodman Flender
1018,Mulholland Drive,An actress longing to be a star. A woman searching for herself. Both worlds will collide... on Mulholland Drive.,,16/05/2001,Thriller,15000000,schizophrenia identity amnesia loss of sense of reality suppressed past,en,20117339,147,Released,7.6,1477,David Lynch
10075,Blood and Chocolate,The hunt never tasted so sweet.,,26/01/2007,Drama,0,chocolate werewolf woman director interspecies romance animal horror,en,0,98,Released,5.4,87,Katja von Garnier
42188,Never Let Me Go,These students have everything they need. Except time.,http://www.foxsearchlight.com/neverletmego/,15/09/2010,Drama,15000000,soul based on novel sadness forgiveness dystopia,en,9455232,104,Released,6.8,737,Mark Romanek
112430,The Company,,,05/08/2007,Drama,0,miniseries,en,0,276,Released,7,12,Mikael Salomon
6687,Transsiberian,You can't escape your lies.,,18/01/2008,Thriller,15000000,china married couple backpacker firearm police,en,5926410,111,Released,6.5,195,Brad Anderson
13853,The Clan of the Cave Bear,"At The Dawn Of Mankind, A Woman Led The Way.",,17/01/1986,Adventure,15000000,stone age tribe cavemen prehistoric adventure prehistoric times,en,0,98,Released,4.8,27,Michael Chapman
8461,Funny Games,Let the games begin...,http://wip.warnerbros.com/funnygames/,20/10/2007,Horror,15000000,brother brother relationship boat psychopath vacation murder,en,7938872,112,Released,6.3,545,Michael Haneke
331592,Listening,Hide your thoughts.,http://www.listeningmovie.com/,11/09/2015,Drama,0,secret telepathy technology invention government,en,0,100,Released,5.5,31,Khalil Sullins
47692,Felicia's Journey,,,24/11/1999,Drama,0,suspense series of murders,en,0,116,Released,6.6,23,Atom Egoyan
19,Metropolis,There can be no understanding between the hands and the brain unless the heart acts as mediator.,,10/01/1927,Drama,92620000,man vs machine underground world inventor metropolis worker,de,650422,153,Released,8,657,Fritz Lang
10045,District B13,Welcome to District B13. Welcome to the future,http://www.banlieue13-lefilm.com/,09/11/2004,Action,12000000,paris bomb vororte dystopia parkour,fr,9584131,84,Released,6.5,565,Pierre Morel
400,Things to Do in Denver When You're Dead,Protect. Love. Honor. Avenge.,,01/12/1995,Drama,8000000,father son relationship bounty hunter boat way of life coffin,en,529766,116,Released,6.7,85,Gary Fleder
253450,The Assassin,,,27/08/2015,Action,15000000,assassin tang dynasty ancient china wuxia slow cinema,zh,632542,105,Released,6.6,157,Hou Hsiao-hsien
9104,Buffalo Soldiers,War is hell... but peace is f*#!%!! boring.,,08/09/2001,Drama,15000000,germany corruption sex based on novel investigation,en,0,98,Released,6.5,93,Gregor Jordan
11190,The Return,,,25/06/2003,Thriller,0,return brother heavy rain speedo journal,ru,0,105,Released,7.4,100,Andrey Zvyagintsev
16353,Ong Bak 2,Warrior. Conqueror. Legend.,http://www.ongbak2themovie.com/,04/12/2008,Adventure,8500000,sequel,th,8936663,98,Released,6,152,Tony Jaa
23759,Centurion,History is written in blood,http://www.centurionmovie.com/,15/02/2010,Adventure,12000000,roman empire ancient rome ancient world violence britain,en,6814789,97,Released,5.9,386,Neil Marshall
10185,The Midnight Meat Train,The most terrifying ride you'll ever take,http://www.midnightmeattrainthemovie.com,07/08/2008,Mystery,15000000,photographer butcher vegetarian midnight blood splatter,en,3533227,98,Released,6,290,Ry\u00fbhei Kitamura
75033,Winnie Mandela,Her courage inspired a nation.,http://www.dfilmscorp.ca/,16/09/2011,Drama,15000000,biography nelson mandela,en,0,107,Released,5.2,5,Darrell James Roodt
31668,All The Queen's Men,,,14/10/2001,Action,15000000,transvestism world war ii,en,23000,99,Released,6.1,7,Stefan Ruzowitzky
13501,The Good Night,Dreaming is believing.,,25/01/2007,Comedy,15000000,dream midlife crisis lucid dreaming,en,20380,93,Released,5.7,41,Jake Paltrow
15208,Bathory: Countess of Blood,,,04/07/2008,Drama,0,sex legend countess,en,0,141,Released,5.6,31,Juraj Jakubisko
172391,Khumba,"Half a zebra, a whole lot of adventure!",http://www.triggerfish.co.za/khumba/,18/07/2013,Animation,20000000,3d khumba,en,27187375,85,Released,5.8,72,Anthony Silverston
262543,Automata,Your time is coming to an end – Ours is now beginning,http://www.automata-movie.com/,09/10/2014,Thriller,7000000,artificial intelligence rain future dystopia robot,en,0,110,Released,5.6,670,Gabe Ib\u00e1\u00f1ez
9288,Dungeons & Dragons: Wrath of the Dragon God,,,01/01/2005,Action,0,fighter royalty curse dragon,en,0,105,Released,4.8,36,Gerry Lively
370980,Chiamatemi Francesco - Il Papa della gente,,,03/12/2015,Drama,15000000,pope biography,it,0,,Released,7.3,12,Daniele Luchetti
20083,Shinjuku Incident,They destroyed his life... Now he'll destroy them all.,http://shinjukuincident.emp.hk/,22/03/2009,Drama,15000000,drug stealing yakluza shinjuku criminal syndicate taiwanese,zh,0,119,Released,6.7,65,Derek Yee Tung-Sing
137,Groundhog Day,"He's having the worst day of his life... over, and over...",,11/02/1993,Romance,14600000,deja vu groundhog weather forecast telecaster pennsylvania,en,70906973,101,Released,7.4,2301,Harold Ramis
264999,Magic Mike XXL,Back to the grind.,,01/07/2015,Comedy,14800000,male friendship strip club road trip strip tease strip,en,122513057,115,Released,6.3,706,Gregory Jacobs
454,Romeo + Juliet,My only love sprung from my only hate.,http://www.romeoandjuliet.com/,31/10/1996,Drama,14500000,shakespeare forbidden love gun violence star crossed lovers shakespeare in modern dress,en,147298761,120,Released,6.7,1374,Baz Luhrmann
288980,Freedom,John Newton's Amazing Grace,http://themoviefreedom.com/,21/08/2014,Drama,14500000,ship freedom slave,en,0,98,Released,5.8,9,Peter Cousens
33,Unforgiven,Some legends will never be forgotten. Some wrongs can never be forgiven.,,07/08/1992,Western,14000000,prostitute sheriff bounty regret right and justice,en,159157447,131,Released,7.7,1113,Clint Eastwood
1951,Manderlay,Liberation. Whether They Want It Or Not.,,16/05/2005,Drama,14200000,southern usa slavery duringcreditsstinger,da,674918,139,Released,6.9,78,Lars von Trier
12405,Slumdog Millionaire,"What does it take to find a lost love? A. Money, B. Luck, C. Smarts, D. Destiny",http://www.foxsearchlight.com/slumdogmillionaire,12/05/2008,Drama,15000000,slum indian lead cheating suspicion game show,en,377910544,120,Released,7.6,2827,Danny Boyle
10998,Fatal Attraction,A look that led to an evening. A mistake he'll regret...FOR THE REST OF HIS LIFE.,,11/09/1987,Drama,14000000,sexual obsession wife husband relationship deceived wife marriage crisis suspense,en,320145693,119,Released,6.6,291,Adrian Lyne
114,Pretty Woman,Who knew it was so much fun to be a hooker?,,23/03/1990,Romance,14000000,prostitute capitalism cinderella expensive restaurant sports car,en,463000000,119,Released,7,1746,Garry Marshall
9396,Crocodile Dundee II,The world's favourite adventurer is back for more! much more!,,19/05/1988,Adventure,0,new york crocodile australia large knife aftercreditsstinger,en,239606210,110,Released,5.5,303,John Cornell
2604,Born on the Fourth of July,A story of innocence lost and courage found.,,20/12/1989,Drama,14000000,vietnam veteran post traumatic stress  disorder bar 1970s wheelchair,en,161001698,145,Released,6.7,395,Oliver Stone
864,Cool Runnings,One dream. Four Jamaicans. Twenty below zero.,,30/09/1993,Comedy,14000000,winter trainer olympic games jamaica training camp,en,154864401,98,Released,6.8,491,Jon Turteltaub
14435,My Bloody Valentine,He's gonna break your heart.,http://www.mybloodyvalentinein3d.com/,16/01/2009,Mystery,15000000,sheriff miner delusion head injury remake,en,100734718,101,Released,5.3,299,Patrick Lussier
1931,Stomp the Yard,He will challenge their traditions. Their traditions will change his life.,,16/05/2007,Drama,13000000,love at first sight loss of brother breakdance daughter,en,75511123,114,Released,6.1,88,Sylvain White
691,The Spy Who Loved Me,It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.,http://www.mgm.com/view/movie/1891/The-Spy-Who-Loved-Me/,07/07/1977,Adventure,14000000,london england submarine england assassination spy,en,185438673,125,Released,6.6,507,Lewis Gilbert
9877,Urban Legend,It Happened To Someone Who Knows Someone You Know... You're Next.,,25/09/1998,Horror,14000000,college murder urban legend slasher killer,en,72527595,99,Released,5.6,290,Jamie Blanks
62008,Good Deeds,Wesley Deeds is About to Discover the Person He Was Meant to Be.,http://www.gooddeedsmovie.com/index.html,23/02/2012,Comedy,0,african american single mother fianc\u00e9 fianc\u00e9e relationship corporation rich man - poor woman,en,0,111,Released,6.2,45,Tyler Perry
12227,White Fang,"Where civilization ends, their journey begins.",,18/01/1991,Action,14000000,based on novel gold treasure coffin human animal relationship,en,34793160,107,Released,6.5,135,Randal Kleiser
71688,The Iron Lady,Never Compromise,http://weinsteinco.com/sites/iron-lady/,30/12/2011,History,13000000,capitalism prime minister argentina margaret thatcher british overseas territory,en,114956699,105,Released,6.2,527,Phyllida Lloyd
8291,Poetic Justice,A Street Romance.,http://www.janetjackson.com,23/07/1993,Drama,14000000,loss of lover sadness los angeles road movie,en,27515786,109,Released,6.9,47,John Singleton
13950,All About the Benjamins,Money can make people do funny things.,,08/03/2002,Action,14000000,record store sexuality autograph underwear painting,en,25482931,95,Released,5.8,48,Kevin Bray
12158,Vampire in Brooklyn,A comic tale of horror and seduction.,,27/10/1995,Comedy,14000000,vampire half vampire,en,19800000,100,Released,4.5,111,Wes Craven
11586,Exorcist II: The Heretic,It's four years later... what does she remember?,,17/06/1977,Horror,14000000,exorcism examination pact with the devil possession priest,en,30749142,118,Released,4.5,133,John Boorman
